chr_uid,Char_Name,CASNumber
2827,Suspended Sediment Concentration (SSC),NULL
2828,Suspended Sediment Discharge,NULL
1842,Swep,1918-18-9
1843,Syringaldehyde,134-96-3
3672,t-Stat,NULL
100187,Tadalafil,171596-29-5
3411,Tail Out Depth,NULL
2829,Tamoxifen,10540-29-1
100188,Tamoxifen-d5,157698-32-3
2830,Tannic acid,1401-55-4
1844,Tannin and Lignin,NULL
1845,Tantalum,7440-25-7
2831,Tau-fluvalinate,102851-06-9
101163,Taxa biovolume,NULL
100791,Taxon Present (Y/N) (choice list),NULL
2837,"Taxonomic Diversity, Shannon-Weaver Index",NULL
101581,Taxonomic Evenness,NULL
2841,Taxonomic Redundancy,NULL
2842,Taxonomic Richness,NULL
2843,"Taxonomic Richness, Ephemeroptera, Plecoptera, Tricoptera",NULL
101418,"Taxonomic unit, assigned",NULL
3004,Tebuconazole,107534-96-3
101722,Tebuconazole-d6,NULL
3490,Tebufenozide,112410-23-8
101659,Tebupirimfos oxygen analog,NULL
100161,Tebupirimphos oxon,NULL
101879,Tebupirimphos oxygen analog,NULL
1846,Tebuthiuron,34014-18-1
101709,Tebuthiuron TP 109 (OH),NULL
3005,Technetium,7440-26-8
1847,Technetium-99,14133-76-7
3544,Tecnazene,117-18-0
1848,Tefluthrin,79538-32-2
100162,Tefluthrin acid benzyl ester,NULL
100163,Tefluthrin acid pentafluorobenzyl ester,NULL
1849,Tellurium,13494-80-9
101047,Tellurium-132,14234-28-7
3575,Temazepam,846-50-4
100489,Temazepam-d5,136765-51-0
3621,Tembotrione,335104-84-2
1850,Temephos,3383-96-8
2993,Temperature difference,NULL
2844,"Temperature, air",NULL
101786,"Temperature, air, deg F",NULL
4511,"Temperature, dew point air",NULL
4512,"Temperature, hyporheic",NULL
2845,"Temperature, sample",NULL
2846,"Temperature, sediment",NULL
2847,"Temperature, soil",NULL
2848,"Temperature, tissue",NULL
2849,"Temperature, water",NULL
101886,"Temperature, water, deg F",NULL
2850,"Temperature, wet bulb",NULL
100164,Teniposide,29767-20-2
1851,Terbacil,5902-51-2
1852,Terbium,7440-27-9
1853,Terbufos,13071-79-9
101710,Terbufos oxon,NULL
101741,Terbufos oxon sulfoxide,NULL
100165,Terbufos oxygen analog sulfone,NULL
1854,Terbufos sulfone,56070-16-7
101711,Terbufos sulfoxide,NULL
1855,Terbumeton,33693-04-8
1856,Terbuthylazine,5915-41-3
1857,Terbutryn,886-50-0
103284,Terephthalic acid,100-21-0
1858,Terphenyl,26140-60-3
100710,Terphenyl-d14,98904-43-9
1859,Terpineol,8000-41-7
3386,Terrace height,NULL
3385,Terrace width,NULL
1860,tert-Amyl methyl ether,994-05-8
1861,tert-Amylbenzene,2049-95-8
1862,tert-Butanol,75-65-0
1863,tert-Butyl acetate,540-88-5
3667,tert-Butyl formate,762-75-4
1864,tert-Butylbenzene,98-06-6
100469,tert-Butylhydroquinone,1948-33-0
3222,Testosterone,58-22-0
4047,Testosterone-d5,21002-80-2
103285,Tetra(methoxymethyl)melamine (TMMM),3089-11-0
2851,Tetraacetylethylenediamine,10543-57-4
1865,Tetrabromobisphenol A,79-94-7
3210,Tetrabromodiphenyl ether,40088-47-9
1881,Tetrabutyltin,1461-25-2
1867,"Tetrachloro-1,3-butadiene",58334-79-5
3795,Tetrachloro-m-xylene,877-09-8
4247,Tetrachloroanisole,938-86-3
3546,Tetrachlorobenzene,12408-10-5
1866,Tetrachlorobiphenyl,26914-33-0
3295,Tetrachlorocatechol,1198-55-6
3365,Tetrachlorodibenzo-p-dioxin,41903-57-5
3361,Tetrachlorodibenzofuran,30402-14-3
1868,Tetrachloroethane,25322-20-7
100809,Tetrachloroethene,127-18-4
1869,Tetrachloroethylene,127-18-4
1870,Tetrachloroguaiacol,2539-17-5
1871,Tetrachlorophenol,25167-83-3
1872,Tetrachlorvinphos,22248-79-9
1751,Tetrachlorvinphos (mixed isomers),961-11-5
4607,Tetraconazole,112281-77-3
101922,Tetracontane,NULL
1454,Tetracosane,646-31-1
2852,Tetracycline,60-54-8
2853,Tetracycline hydrochloride,64-75-5
101790,Tetradecanamide,638-58-4
1455,Tetradecane,629-59-4
1873,Tetradecanenitrile,629-63-0
1874,Tetradecanol,27196-00-5
135,Tetradecylbenzene,1459-10-5
1875,Tetradifon,116-29-0
2854,Tetraethyl ammonium hydroxide,77-98-5
1876,Tetraethyl pyrophosphate,107-49-3
101419,Tetraethyllead,78-00-2
2855,Tetrahydroabietylamine acetate,53494-58-9
3951,Tetrahydrocannabinol,1972-08-3
1877,Tetrahydrofuran,109-99-9
101785,Tetrahydrofuran-d8,NULL
1878,Tetrahydropyran,142-68-7
4669,Tetramethrin,7696-12-0
1880,Tetramethylpyrazine,1124-11-4
2972,Tetrapropyl dithiopyrophosphate,3244-90-4
1456,Tetratetracontane,7098-22-8
4683,Tetratriacontane,14167-59-0
1882,Tetrodotoxin,4368-28-9
100091,Tetryl,479-45-8
1883,Thallium,7440-28-0
100470,Thallium-201,15064-65-0
2857,Thallium-208,14913-50-9
103037,Thalweg Depth,NULL
3908,Thebaine,115-37-7
2858,Thecamoeba,NULL
2859,Thecamoeba munda,NULL
2860,Thecamoeba orbis,NULL
2861,Thecamoebidae,NULL
4169,Theobromine,83-67-0
3576,Theophylline,58-55-9
100092,Theophylline-13C1-15N2,NULL
1884,Thermal discharge,NULL
3006,Thiabendazole,148-79-8
100502,Thiabendazole-d4,NULL
100093,Thiabendazole-d6,NULL
3476,Thiacloprid,111988-49-9
3498,Thiamethoxam,153719-23-4
103208,Thiamethoxam-d3,1294048-82-0
3478,Thiazopyr,117718-60-2
2862,"Thickness, supernatant layer",NULL
2863,Thidiazuron,51707-55-2
100521,Thiencarbazone-methyl,317815-83-1
4608,Thifensulfuron,79277-67-1
1885,Thifensulfuron-methyl,79277-27-3
1886,Thiobencarb,28249-77-6
101723,Thiobencarb-d10,NULL
101951,Thiocloprid,111988-49-9
101420,Thiocyanate,302-04-5
1887,Thiocyanic acid,463-56-9
2864,Thiodicarb,59669-26-0
2968,Thionazin,297-97-2
1888,Thiophanate ethyl,23564-06-9
100670,Thiophanate Methyl,23564-05-8
1889,Thiophene,110-02-1
1890,Thiophenol,108-98-5
1891,Thiosulfate,14383-50-7
1892,Thiourea,62-56-6
100671,Thiram,137-26-8
3503,Thorium-227,15623-47-9
1893,Thorium-228,14274-82-9
1894,Thorium-230,14269-63-7
100561,Thorium-231,14932-40-2
1895,Thorium-232,7440-29-1
1896,Thorium-234,15065-10-8
1898,Thulium,7440-30-4
2865,Thuringiensin,23526-02-5
2866,"Thuringiensin, calcium salt",NULL
2867,Tiamulin,55297-95-5
2868,Tide cycle duration,NULL
2869,Tide cycle time,NULL
2870,Tide range,NULL
2871,Tide rate,NULL
2872,Tide stage,NULL
2873,Tide stage (choice list),NULL
100790,Tiller Count,NULL
2874,Tilmicosin,108050-54-0
1899,Tin,7440-31-5
3178,Tin-113,13966-06-8
1900,Tin-San,56573-85-4
100503,Tiotropium,186691-13-4
1901,Titanium,7440-32-6
100518,Tolerance index,NULL
100887,Tolfenpyrad,129558-76-5
101952,Tolpyralate,1101132-67-5
1902,Toluene,108-88-3
1903,Toluene diisocyanate,26471-62-5
879,Toluene-d8,2037-26-5
1904,Toluenediamine,25376-45-8
1321,Toluic acid,25567-10-6
1905,Toluidine,26915-12-8
4543,Tolyl triazole,29385-43-1
3952,"Tonalide***retired***use 6-Acetyl-1,1,2,4,4,7-hexamethyltetralin",1506-02-1
101606,Topiramate,97240-79-4
100529,Topramezone,210631-68-8
103038,"Torrent Deposition-Massive deposits of sediment, logs, and debris in the reach (Y/N) (choice list)",NULL
103039,Torrent Deposition-Stream has begun to erode newly laid matrix supported deposits (Y/N) (choice list),NULL
103040,Torrent Scouring and Deposition-No evidence (Y/N) (choice list),NULL
103041,Torrent Scouring-Channel has little evidence of pool-riffle structure (Y/N) (choice list),NULL
103042,Torrent Scouring-Downstream of scoured reach are massive deposits of sediment and debris (Y/N) (choice list),NULL
103043,Torrent Scouring-Riparian trees have fallen in channel due to scouring near their roots (Y/N) (choice list),NULL
103044,Torrent Scouring-Riparian trees have fresh bark scars unbelievably high above the channel (Y/N) (choice list),NULL
103045,Torrent Scouring-Stream channel is scoured down to bedrock for substantial portion of reach (Y/N) (choice list),NULL
103046,Torrent Scouring-Stream channel recently devegetated two or more times the width of low flow channel (Y/N) (choice list),NULL
103047,Torrent Scouring-Stream substrate cobbles or large gravel particles are NOT imbricated (Y/N) (choice list),NULL
103048,Torrent Scouring-There are gravel or cobble berms (little levees) above bankfull level (Y/N) (choice list),NULL
100391,Total BHCs + Lindane,NULL
3124,Total carbon,NULL
1906,Total Coliform,NULL
3348,Total Dichloro Biphenyls,NULL
4693,Total Differential Diagnosis,NULL
100964,"Total Dioxin TEQ, Bird",NULL
100965,"Total Dioxin TEQ, Fish",NULL
100966,"Total Dioxin TEQ, Mammalian",NULL
103017,Total Dioxins,NULL
988,Total dissolved solids,NULL
1060,Total fixed solids,NULL
103018,Total Furans,NULL
100114,Total hardness,NULL
3353,Total Heptachloro Biphenyls,NULL
3352,Total Hexachloro Biphenyls,NULL
103130,Total Hexachloronaphthalene,NULL
6162,Total Kjeldahl nitrogen,NULL
6321,Total Kjeldahl nitrogen (Organic N & NH3),NULL
3347,Total Monochloro Biphenyls,NULL
3344,"Total Nitrogen, mixed forms",NULL
3533,"Total Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NULL
2875,Total Nitrogen/Total Phosphorus Ratio (TN:TP),NULL
3355,Total Nonachloro Biphenyls,NULL
1908,Total nonfecal coliform,NULL
3354,Total Octachloro Biphenyls,NULL
101841,"Total PAHs, high wt",NULL
101842,"Total PAHs, low wt",NULL
4015,Total Particulate Carbon,NULL
100969,Total Particulate Matter,NULL
4017,Total Particulate Nitrogen,NULL
4016,Total Particulate Organic Carbon,NULL
100881,Total Particulate Organic Nitrogen,NULL
100827,Total Particulate Phosphorus,NULL
101423,Total PBDEs,NULL
101853,"Total PCB TEQ, Mammalian",NULL
101424,Total PCBs,NULL
3664,Total PCBs + PCTs,NULL
101843,total PCNs,NULL
3351,Total Pentachloro Biphenyls,NULL
101931,Total Petroleum Hydrocarbon - Extended Range Organ,NULL
101997,Total Petroleum Hydrocarbons (C10-C40),NULL
100631,Total Petroleum Hydrocarbons (C6-C32 TPH),NULL
101081,"Total Phosphorus, mixed forms",NULL
103019,Total Planar PCBs,NULL
101156,Total sample area,NULL
3051,Total Sample Volume,NULL
3010,Total Sample Weight,NULL
1910,Total solids,NULL
101425,Total Sulfate,14808-79-8
3529,Total Sulfur minus Sulfate,NULL
101024,Total Suspended Particulate Matter,NULL
1911,Total suspended solids,NULL
3350,Total Tetrachloro Biphenyls,NULL
3349,Total Trichloro Biphenyls,NULL
1995,Total volatile solids,NULL
3213,Tox,59473-04-0
1912,Toxaphene,8001-35-2
101426,Toxaphene Cl10,NULL
101427,Toxaphene Cl6,NULL
101428,Toxaphene Cl7,NULL
101429,Toxaphene Cl8,NULL
101430,Toxaphene Cl9,NULL
101431,Toxaphene Parlar 15,NULL
101432,Toxaphene Parlar 26,142534-71-2
101433,Toxaphene Parlar 38,165820-15-5
101434,Toxaphene Parlar 40,166021-27-8
101435,Toxaphene Parlar 41,165820-16-6
101436,Toxaphene Parlar 44,165820-17-7
101437,Toxaphene Parlar 50,66860-80-8
101438,Toxaphene Parlar 62,154159-06-5
101439,ToxapheneTMX1,51775-36-1
100115,Toxicity acute,NULL
100116,Toxicity chronic,NULL
100117,Toxicity coefficient of variation,NULL
101607,Toxicity microtox EC50,NULL
100118,Toxicity sediment control survival,NULL
100119,Toxicity sediment survival,NULL
100120,Toxicity sediment survival significant,NULL
100121,Toxicity water 100%/ LC50 (% effluent),NULL
100122,Toxicity water LC50,NULL
100123,Toxicity water microtox,NULL
100124,Toxicity water norm embryo,NULL
2876,"Toxicity, A. abdita, coefficient of variation**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
2877,"Toxicity, A. verrilli, coefficient of variation**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
4093,"Toxicity, Daphnia magna acute**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
2878,"Toxicity, E. estuarius, coefficient of variation**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
2879,"Toxicity, L. plumulosus, coefficient of variation**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
2880,"Toxicity, R. abronius, coefficient of variation**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
1913,"Toxicity, sediment, Ampelisca abdita, control survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
2881,"Toxicity, sediment, Ampelisca abdita, significant (choice list)",NULL
1914,"Toxicity, sediment, Ampelisca abdita, survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
1915,"Toxicity, sediment, Ampelisca verrilli, control survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
2882,"Toxicity, sediment, Ampelisca verrilli, significant (choice list)",NULL
1916,"Toxicity, sediment, Ampelisca verrilli, survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
100108,"Toxicity, sediment, Arbacia punctulata, survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
1917,"Toxicity, sediment, Eohaustorius estuarius, control survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
2883,"Toxicity, sediment, Eohaustorius estuarius, significant (choice list)",NULL
1918,"Toxicity, sediment, Eohaustorius estuarius, survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
100109,"Toxicity, sediment, Hyalella azteca, survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
1919,"Toxicity, sediment, L.plumulosus, control survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
2884,"Toxicity, sediment, Leptocheirus plumulosus, significant (choice list)",NULL
1920,"Toxicity, sediment, Leptocheirus plumulosus, survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
1921,"Toxicity, sediment, microtox, Vibrio fischeri, EC50**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
2885,"Toxicity, sediment, microtox, Vibrio fischeri, significant (choice list)",NULL
2886,"Toxicity, sediment, Rhepoxynius abronius, significant (choice list)",NULL
1922,"Toxicity, sediment, Rhepoxynius abronius, survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
101558,"Toxicity, sediment, species significant (choice list)",NULL
100110,"Toxicity, sediment, Strongylocentrotus purpuratus, survival**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
1923,"Toxicity, water, 100%/ LC50 (% effluent) for Ceriodaphnia**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
1924,"Toxicity, water, Ceriodaphnia dubia, LC50**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
4665,"Toxicity, water, microtox, Vibrio fischeri, EC50**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
4677,"Toxicity, water, Strongylocentrotus purpuratus, norm. embryo**retired**useBiologicalSample,SubjectTaxon,IntentToxicity",NULL
3953,Tralkoxydim,87820-88-0
100111,Tralkoxydim acid,87820-88-0
3678,Tralomethrin,66841-25-6
100490,Tramadol,27203-92-5
2018,"trans-1,2-Cyclohexanediol",1460-57-7
1925,"trans-1,2-Dichlorocyclohexane",822-86-6
3977,"trans-1,2-Dichloroethene***retired***use trans-1,2-Dichloroethylene",156-60-5
1926,"trans-1,2-Dichloroethylene",156-60-5
3007,"trans-1,2-Dichloropropene",7069-38-7
100112,"trans-1,2-Dimethylcyclohexane",6876-23-9
1927,"trans-1,3-Dichloropropene",10061-02-6
101025,"trans-1,3-Dichloropropene-d4",NULL
100562,"trans-1,3-Dimethylcyclopentane",NULL
1928,"trans-1,4-Dichloro-2-butene",110-57-6
2887,"trans-1,4-Dichlorocyclohexane",16890-91-8
3048,Trans-2-Butene,624-64-6
350,trans-2-Methylcrotonaldehyde,497-03-0
3049,Trans-2-Pentene,646-04-8
626,trans-2-Phenyl-2-butene,768-00-3
1929,trans-Chlordane,5103-74-2
103286,trans-Cinnamic acid,140-10-3
101780,trans-Crotonaldehyde,NULL
4028,"trans-Diethyl-1,1,1',1'-d4-stilbestrol-3,3',5,5'-d4",91318-10-4
1931,trans-Nonachlor,39765-80-5
100113,trans-Propiconazole,NULL
4223,"Transit Rate, sampler",NULL
100970,"Transmittance, Horizontal",NULL
3690,"Transparency, Secchi tube with disk",NULL
2888,"Transparency, tube with disk",NULL
3358,Transpermethrin,61949-77-7
3910,Trazodone,19794-93-5
100540,Tremolite asbestos,77536-68-6
4548,Trenbolone,10161-33-8
4566,Trenbolone acetate,10161-34-9
100642,Tri-p-tolyl Phosphate,78-32-0
1457,Triacontane,638-68-6
1932,Triadimefon,43121-43-3
101648,Triadimenol,NULL
1933,Triallate,2303-17-5
103287,Triamcinolone acetonide,76-25-5
3577,Triamterene,396-01-0
4609,Triasulfuron,82097-50-5
2889,"Triazines mixture, unspecified",NULL
3578,Triazolam,28911-01-5
1934,Triazophos,24017-47-8
100027,Tribenuron-methyl,101200-48-0
101760,Tribromoacetaldehyde,NULL
3008,Tribromoacetic acid,75-96-7
101759,Tribromoacetonitrile,NULL
101152,Tribromodiphenyl ether,49690-94-0
1935,Tribromomethane,75-25-2
101755,Tribromonitromethane,NULL
1936,Tribufos,78-48-8
1937,Tributlytin,688-73-3
1938,Tributyl phosphate,126-73-8
1939,Tributylphosphine oxide,814-29-9
3297,Tributylstannylium,36643-28-4
103144,Tributyltin,688-73-3
1940,Tributyltin chloride,1461-22-9
1941,Tricalcium phosphate,7758-87-4
1942,Tricamba,2307-49-5
1943,Trichlorfon,52-68-6
1948,"Trichloro-1,3-butadiene",53317-48-9
1944,Trichloroacetic acid,76-03-9
101791,"Trichloroacetic acid, pent-2-en-4-ynyl ester",1000299-25-6
1945,Trichloroacetonitrile,545-06-2
1946,Trichlorobenzene,12002-48-1
1947,Trichlorobiphenyl,25323-68-6
4214,Trichlorodimethylmethoxybenzene,22921-84-2
1949,Trichloroethane,25323-89-1
100810,Trichloroethene (TCE),79-01-6
1950,Trichloroethylene,79-01-6
1951,Trichloronaphthalene,1321-65-9
1952,Trichloronate,327-98-0
1953,Trichlorophenol,25167-82-2
1954,Trichloropropane,25735-29-9
100125,Trichloropropene sulfonic acid ethyl ester,NULL
3206,Trichlorosyringol,2539-26-6
1955,Trichlorotrifluoroethane,26523-64-8
3579,Triclocarban,101-20-2
103288,Triclocarban (3-4-4'-Trichlorocarbanilide),101-20-2
100126,Triclocarban-13C6,NULL
1956,Triclopyr,55335-06-3
2891,Triclosan,3380-34-5
4221,Triclosan methyl ether,4640-01-1
4222,"Triclosan,C13H10Cl2O- derivative",4640-07-7
100127,Triclosan-13C12,NULL
1458,Tricosane,638-67-5
100643,Tricosanol,3133-01-5
1957,Tricyclazole,41814-78-2
101440,"Tricyclo[3.3.1.13,7]decane",281-23-2
103289,Tridecaethylene glycol monododecyl ether,9002-92-0
1958,Tridecane,629-50-5
1959,Tridecanoic acid,638-53-9
2892,Triethanolamine,102-71-6
2893,Triethyl citrate,77-93-0
1960,Triethylene glycol dimethyl ether,112-49-2
2895,Triethylene glycol monobutyl ether,143-22-6
4670,Trifloxystrobin,141517-21-7
3481,Trifloxysulfuron-sodium,290332-10-4
101649,Triflumizole,NULL
1961,Trifluralin,1582-09-8
1963,Trihalomethanes,NULL
101748,Triiodomethane,NULL
2896,Triisopropanolamine,122-20-3
2144,Triisopropyl orthoborate,5419-55-6
2897,Triisopropylamine,3424-21-3
2898,Trimethoprim,738-70-5
100128,Trimethoprim-13C3,1189970-95-3
100504,Trimethoprim-d9,1189460-62-5
2899,Trimethoprim/Sulfamethoxazole (unspecified mix),8064-90-2
100672,Trimethyl Phosphate,512-56-1
1965,Trimethylbenzene,25551-13-7
1964,Trimethylcyclohexene,68555-95-3
1968,Trimethylnaphthalene,28652-77-9
1969,Trimethylpyrazine,14667-55-1
103034,Trimethylsilyl ether of glycerol,6787-10-6
2900,Trimipramine maleate,521-78-8
3050,Trinexapac-Ethyl,95266-40-3
1970,Trinitrotoluene,118-96-7
100129,Tripentyltin chloride,3342-67-4
1971,Triphenyl phosphate,115-86-6
3712,Triphenylene,217-59-4
100130,Tripropyltin chloride,2279-76-7
2941,"Tris(1,3-dichloro-2-propyl)phosphate",13674-87-8
101096,Tris(1-chloro-2-propyl) phosphate,13674-84-5
103290,Tris(1-chloro-2-propyl)phosphate,13674-84-5
100673,"Tris(2,3-dibromopropyl) Phosphate",126-72-7
1972,Tris(2-butoxyethyl) phosphate,78-51-3
1973,Tris(2-chloroethyl) phosphate,115-96-8
4610,Triticonazole,131983-72-7
1974,Tritium,10028-17-8
1459,Tritriacontane,630-05-7
1975,True color,NULL
101441,Tumors Present (Y/N) (choice list),NULL
1976,Tungsten,7440-33-7
1977,Turbidity,NULL
101442,Turbidity Field,NULL
2901,Turbidity severity (choice list),NULL
2902,Tylosin,1401-69-0
2903,Tyrothricin,1404-88-2
101802,"Undecanamide, 11-bromo-",5875-26-3
1978,Undecane,1120-21-4
100131,"Undecane, tridecane, pentadecane mix",NULL
